w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,summa
58,1,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,FMTGMGICSBCQQÄ TÄJCJZZIZPGL RCKNÄSIQGQRÄ ISLLÄJJC ÄGFCSRSLCCR RÄJMSBCJJGQCR TÄFGLEMR ÄPTGMGRGGL MBMRCRRSÄ NGCLCKKGIQG,FMTGMGICSBCQQÄ,TÄJCJZZIZPGL,RCKNÄSIQGQRÄ,ISLLÄJJC,ÄGFCSRSLCCR,RÄJMSBCJJGQCR,TÄFGLEMR,ÄPTGMGRGGL,MBMRCRRSÄ,NGCLCKKGIQG,0,0,0,0,0,0,0,0,0
58,2,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,ELSFLFHBRABPPÅ SÅIBIYYHYOFK QBJMÅRHPFPQÅ HRKKÅIIB ÅFEBRQRKBBQ QÅILRABIIFPBQ SÅEFKDLQ ÅOSFLFQFFK LALQBQQRÅ MFBKBJJFHPF,ELSFLFHBRABPPÅ,SÅIBIYYHYOFK,QBJMÅRHPFPQÅ,HRKKÅIIB,ÅFEBRQRKBBQ,QÅILRABIIFPBQ,SÅEFKDLQ,ÅOSFLFQFFK,LALQBQQRÅ,MFBKBJJFHPF,0,0,0,0,0,0,0,0,0
58,3,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,DKREKEGAQÖAOOZ RZHAHXXGXNEJ PAILZQGOEOPZ GQJJZHHA ZEDAQPQJAAP PZHKQÖAHHEOAP RZDEJCKP ZNREKEPEEJ KÖKPAPPQZ LEAJAIIEGOE,DKREKEGAQÖAOOZ,RZHAHXXGXNEJ,PAILZQGOEOPZ,GQJJZHHA,ZEDAQPQJAAP,PZHKQÖAHHEOAP,RZDEJCKP,ZNREKEPEEJ,KÖKPAPPQZ,LEAJAIIEGOE,0,0,0,0,0,0,0,0,0
58,4,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,CJQDJDFÖPÄÖNNY QYGÖGWWFWMDI OÖHKYPFNDNOY FPIIYGGÖ YDCÖPOPIÖÖO OYGJPÄÖGGDNÖO QYCDIBJO YMQDJDODDI JÄJOÖOOPY KDÖIÖHHDFND,CJQDJDFÖPÄÖNNY,QYGÖGWWFWMDI,OÖHKYPFNDNOY,FPIIYGGÖ,YDCÖPOPIÖÖO,OYGJPÄÖGGDNÖO,QYCDIBJO,YMQDJDODDI,JÄJOÖOOPY,KDÖIÖHHDFND,0,0,0,0,0,0,0,0,0
58,5,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,BIPCICEÄOÅÄMMX PXFÄFVVEVLCH NÄGJXOEMCMNX EOHHXFFÄ XCBÄONOHÄÄN NXFIOÅÄFFCMÄN PXBCHAIN XLPCICNCCH IÅINÄNNOX JCÄHÄGGCEMC,BIPCICEÄOÅÄMMX,PXFÄFVVEVLCH,NÄGJXOEMCMNX,EOHHXFFÄ,XCBÄONOHÄÄN,NXFIOÅÄFFCMÄN,PXBCHAIN,XLPCICNCCH,IÅINÄNNOX,JCÄHÄGGCEMC,0,0,0,0,0,0,0,0,0
58,6,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,AHOBHBDÅNZÅLLW OWEÅEUUDUKBG MÅFIWNDLBLMW DNGGWEEÅ WBAÅNMNGÅÅM MWEHNZÅEEBLÅM OWABGÖHM WKOBHBMBBG HZHMÅMMNW IBÅGÅFFBDLB,AHOBHBDÅNZÅLLW,OWEÅEUUDUKBG,MÅFIWNDLBLMW,DNGGWEEÅ,WBAÅNMNGÅÅM,MWEHNZÅEEBLÅM,OWABGÖHM,WKOBHBMBBG,HZHMÅMMNW,IBÅGÅFFBDLB,0,0,0,0,0,0,0,0,0
58,7,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,ÖGNAGACZMYZKKV NVDZDTTCTJAF LZEHVMCKAKLV CMFFVDDZ VAÖZMLMFZZL LVDGMYZDDAKZL NVÖAFÄGL VJNAGALAAF GYGLZLLMV HAZFZEEACKA,ÖGNAGACZMYZKKV,NVDZDTTCTJAF,LZEHVMCKAKLV,CMFFVDDZ,VAÖZMLMFZZL,LVDGMYZDDAKZL,NVÖAFÄGL,VJNAGALAAF,GYGLZLLMV,HAZFZEEACKA,0,0,0,0,0,0,0,0,0
58,8,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,ÄFMÖFÖBYLXYJJU MUCYCSSBSIÖE KYDGULBJÖJKU BLEEUCCY UÖÄYLKLEYYK KUCFLXYCCÖJYK MUÄÖEÅFK UIMÖFÖKÖÖE FXFKYKKLU GÖYEYDDÖBJÖ,ÄFMÖFÖBYLXYJJU,MUCYCSSBSIÖE,KYDGULBJÖJKU,BLEEUCCY,UÖÄYLKLEYYK,KUCFLXYCCÖJYK,MUÄÖEÅFK,UIMÖFÖKÖÖE,FXFKYKKLU,GÖYEYDDÖBJÖ,0,0,0,0,0,0,0,0,0
58,9,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,ÅELÄEÄAXKWXIIT LTBXBRRARHÄD JXCFTKAIÄIJT AKDDTBBX TÄÅXKJKDXXJ JTBEKWXBBÄIXJ LTÅÄDZEJ THLÄEÄJÄÄD EWEJXJJKT FÄXDXCCÄAIÄ,ÅELÄEÄAXKWXIIT,LTBXBRRARHÄD,JXCFTKAIÄIJT,AKDDTBBX,TÄÅXKJKDXXJ,JTBEKWXBBÄIXJ,LTÅÄDZEJ,THLÄEÄJÄÄD,EWEJXJJKT,FÄXDXCCÄAIÄ,0,0,0,0,0,0,0,0,0
58,10,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,ZDKÅDÅÖWJVWHHS KSAWAQQÖQGÅC IWBESJÖHÅHIS ÖJCCSAAW SÅZWJIJCWWI ISADJVWAAÅHWI KSZÅCYDI SGKÅDÅIÅÅC DVDIWIIJS EÅWCWBBÅÖHÅ,ZDKÅDÅÖWJVWHHS,KSAWAQQÖQGÅC,IWBESJÖHÅHIS,ÖJCCSAAW,SÅZWJIJCWWI,ISADJVWAAÅHWI,KSZÅCYDI,SGKÅDÅIÅÅC,DVDIWIIJS,EÅWCWBBÅÖHÅ,0,0,0,0,0,0,0,0,0
58,11,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,YCJZCZÄVIUVGGR JRÖVÖPPÄPFZB HVADRIÄGZGHR ÄIBBRÖÖV RZYVIHIBVVH HRÖCIUVÖÖZGVH JRYZBXCH RFJZCZHZZB CUCHVHHIR DZVBVAAZÄGZ,YCJZCZÄVIUVGGR,JRÖVÖPPÄPFZB,HVADRIÄGZGHR,ÄIBBRÖÖV,RZYVIHIBVVH,HRÖCIUVÖÖZGVH,JRYZBXCH,RFJZCZHZZB,CUCHVHHIR,DZVBVAAZÄGZ,0,0,0,0,0,0,0,0,0
58,12,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,XBIYBYÅUHTUFFQ IQÄUÄOOÅOEYA GUÖCQHÅFYFGQ ÅHAAQÄÄU QYXUHGHAUUG GQÄBHTUÄÄYFUG IQXYAWBG QEIYBYGYYA BTBGUGGHQ CYUAUÖÖYÅFY,XBIYBYÅUHTUFFQ,IQÄUÄOOÅOEYA,GUÖCQHÅFYFGQ,ÅHAAQÄÄU,QYXUHGHAUUG,GQÄBHTUÄÄYFUG,IQXYAWBG,QEIYBYGYYA,BTBGUGGHQ,CYUAUÖÖYÅFY,0,0,0,0,0,0,0,0,0
58,13,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,WAHXAXZTGSTEEP HPÅTÅNNZNDXÖ FTÄBPGZEXEFP ZGÖÖPÅÅT PXWTGFGÖTTF FPÅAGSTÅÅXETF HPWXÖVAF PDHXAXFXXÖ ASAFTFFGP BXTÖTÄÄXZEX,WAHXAXZTGSTEEP,HPÅTÅNNZNDXÖ,FTÄBPGZEXEFP,ZGÖÖPÅÅT,PXWTGFGÖTTF,FPÅAGSTÅÅXETF,HPWXÖVAF,PDHXAXFXXÖ,ASAFTFFGP,BXTÖTÄÄXZEX,0,0,0,0,0,0,0,0,0
58,14,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,VÖGWÖWYSFRSDDO GOZSZMMYMCWÄ ESÅAOFYDWDEO YFÄÄOZZS OWVSFEFÄSSE EOZÖFRSZZWDSE GOVWÄUÖE OCGWÖWEWWÄ ÖRÖESEEFO AWSÄSÅÅWYDW,VÖGWÖWYSFRSDDO,GOZSZMMYMCWÄ,ESÅAOFYDWDEO,YFÄÄOZZS,OWVSFEFÄSSE,EOZÖFRSZZWDSE,GOVWÄUÖE,OCGWÖWEWWÄ,ÖRÖESEEFO,AWSÄSÅÅWYDW,0,0,0,0,0,0,0,0,0
58,15,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,UÄFVÄVXREQRCCN FNYRYLLXLBVÅ DRZÖNEXCVCDN XEÅÅNYYR NVUREDEÅRRD DNYÄEQRYYVCRD FNUVÅTÄD NBFVÄVDVVÅ ÄQÄDRDDEN ÖVRÅRZZVXCV,UÄFVÄVXREQRCCN,FNYRYLLXLBVÅ,DRZÖNEXCVCDN,XEÅÅNYYR,NVUREDEÅRRD,DNYÄEQRYYVCRD,FNUVÅTÄD,NBFVÄVDVVÅ,ÄQÄDRDDEN,ÖVRÅRZZVXCV,0,0,0,0,0,0,0,0,0
58,16,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,TÅEUÅUWQDPQBBM EMXQXKKWKAUZ CQYÄMDWBUBCM WDZZMXXQ MUTQDCDZQQC CMXÅDPQXXUBQC EMTUZSÅC MAEUÅUCUUZ ÅPÅCQCCDM ÄUQZQYYUWBU,TÅEUÅUWQDPQBBM,EMXQXKKWKAUZ,CQYÄMDWBUBCM,WDZZMXXQ,MUTQDCDZQQC,CMXÅDPQXXUBQC,EMTUZSÅC,MAEUÅUCUUZ,ÅPÅCQCCDM,ÄUQZQYYUWBU,0,0,0,0,0,0,0,0,0
58,17,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,SZDTZTVPCOPAAL DLWPWJJVJÖTY BPXÅLCVATABL VCYYLWWP LTSPCBCYPPB BLWZCOPWWTAPB DLSTYRZB LÖDTZTBTTY ZOZBPBBCL ÅTPYPXXTVAT,SZDTZTVPCOPAAL,DLWPWJJVJÖTY,BPXÅLCVATABL,VCYYLWWP,LTSPCBCYPPB,BLWZCOPWWTAPB,DLSTYRZB,LÖDTZTBTTY,ZOZBPBBCL,ÅTPYPXXTVAT,0,0,0,0,0,0,0,0,0
58,18,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,RYCSYSUOBNOÖÖK CKVOVIIUIÄSX AOWZKBUÖSÖAK UBXXKVVO KSROBABXOOA AKVYBNOVVSÖOA CKRSXQYA KÄCSYSASSX YNYAOAABK ZSOXOWWSUÖS,RYCSYSUOBNOÖÖK,CKVOVIIUIÄSX,AOWZKBUÖSÖAK,UBXXKVVO,KSROBABXOOA,AKVYBNOVVSÖOA,CKRSXQYA,KÄCSYSASSX,YNYAOAABK,ZSOXOWWSUÖS,0,0,0,0,0,0,0,0,0
58,19,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,QXBRXRTNAMNÄÄJ BJUNUHHTHÅRW ÖNVYJATÄRÄÖJ TAWWJUUN JRQNAÖAWNNÖ ÖJUXAMNUURÄNÖ BJQRWPXÖ JÅBRXRÖRRW XMXÖNÖÖAJ YRNWNVVRTÄR,QXBRXRTNAMNÄÄJ,BJUNUHHTHÅRW,ÖNVYJATÄRÄÖJ,TAWWJUUN,JRQNAÖAWNNÖ,ÖJUXAMNUURÄNÖ,BJQRWPXÖ,JÅBRXRÖRRW,XMXÖNÖÖAJ,YRNWNVVRTÄR,0,0,0,0,0,0,0,0,0
58,20,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,PWAQWQSMÖLMÅÅI AITMTGGSGZQV ÄMUXIÖSÅQÅÄI SÖVVITTM IQPMÖÄÖVMMÄ ÄITWÖLMTTQÅMÄ AIPQVOWÄ IZAQWQÄQQV WLWÄMÄÄÖI XQMVMUUQSÅQ,PWAQWQSMÖLMÅÅI,AITMTGGSGZQV,ÄMUXIÖSÅQÅÄI,SÖVVITTM,IQPMÖÄÖVMMÄ,ÄITWÖLMTTQÅMÄ,AIPQVOWÄ,IZAQWQÄQQV,WLWÄMÄÄÖI,XQMVMUUQSÅQ,0,0,0,0,0,0,0,0,0
58,21,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,OVÖPVPRLÄKLZZH ÖHSLSFFRFYPU ÅLTWHÄRZPZÅH RÄUUHSSL HPOLÄÅÄULLÅ ÅHSVÄKLSSPZLÅ ÖHOPUNVÅ HYÖPVPÅPPU VKVÅLÅÅÄH WPLULTTPRZP,OVÖPVPRLÄKLZZH,ÖHSLSFFRFYPU,ÅLTWHÄRZPZÅH,RÄUUHSSL,HPOLÄÅÄULLÅ,ÅHSVÄKLSSPZLÅ,ÖHOPUNVÅ,HYÖPVPÅPPU,VKVÅLÅÅÄH,WPLULTTPRZP,0,0,0,0,0,0,0,0,0
58,22,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,NUÄOUOQKÅJKYYG ÄGRKREEQEXOT ZKSVGÅQYOYZG QÅTTGRRK GONKÅZÅTKKZ ZGRUÅJKRROYKZ ÄGNOTMUZ GXÄOUOZOOT UJUZKZZÅG VOKTKSSOQYO,NUÄOUOQKÅJKYYG,ÄGRKREEQEXOT,ZKSVGÅQYOYZG,QÅTTGRRK,GONKÅZÅTKKZ,ZGRUÅJKRROYKZ,ÄGNOTMUZ,GXÄOUOZOOT,UJUZKZZÅG,VOKTKSSOQYO,0,0,0,0,0,0,0,0,0
58,23,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,MTÅNTNPJZIJXXF ÅFQJQDDPDWNS YJRUFZPXNXYF PZSSFQQJ FNMJZYZSJJY YFQTZIJQQNXJY ÅFMNSLTY FWÅNTNYNNS TITYJYYZF UNJSJRRNPXN,MTÅNTNPJZIJXXF,ÅFQJQDDPDWNS,YJRUFZPXNXYF,PZSSFQQJ,FNMJZYZSJJY,YFQTZIJQQNXJY,ÅFMNSLTY,FWÅNTNYNNS,TITYJYYZF,UNJSJRRNPXN,0,0,0,0,0,0,0,0,0
58,24,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,LSZMSMOIYHIWWE ZEPIPCCOCVMR XIQTEYOWMWXE OYRREPPI EMLIYXYRIIX XEPSYHIPPMWIX ZELMRKSX EVZMSMXMMR SHSXIXXYE TMIRIQQMOWM,LSZMSMOIYHIWWE,ZEPIPCCOCVMR,XIQTEYOWMWXE,OYRREPPI,EMLIYXYRIIX,XEPSYHIPPMWIX,ZELMRKSX,EVZMSMXMMR,SHSXIXXYE,TMIRIQQMOWM,0,0,0,0,0,0,0,0,0
58,25,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,KRYLRLNHXGHVVD YDOHOBBNBULQ WHPSDXNVLVWD NXQQDOOH DLKHXWXQHHW WDORXGHOOLVHW YDKLQJRW DUYLRLWLLQ RGRWHWWXD SLHQHPPLNVL,KRYLRLNHXGHVVD,YDOHOBBNBULQ,WHPSDXNVLVWD,NXQQDOOH,DLKHXWXQHHW,WDORXGHOOLVHW,YDKLQJRW,DUYLRLWLLQ,RGRWHWWXD,SLHQHPPLNVL,0,0,0,0,0,0,0,0,0
58,26,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,JQXKQKMGWFGUUC XCNGNAAMATKP VGORCWMUKUVC MWPPCNNG CKJGWVWPGGV VCNQWFGNNKUGV XCJKPIQV CTXKQKVKKP QFQVGVVWC RKGPGOOKMUK,JQXKQKMGWFGUUC,XCNGNAAMATKP,VGORCWMUKUVC,MWPPCNNG,CKJGWVWPGGV,VCNQWFGNNKUGV,XCJKPIQV,CTXKQKVKKP,QFQVGVVWC,RKGPGOOKMUK,0,0,0,0,0,0,0,0,0
58,27,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,IPWJPJLFVEFTTB WBMFMÖÖLÖSJO UFNQBVLTJTUB LVOOBMMF BJIFVUVOFFU UBMPVEFMMJTFU WBIJOHPU BSWJPJUJJO PEPUFUUVB QJFOFNNJLTJ,IPWJPJLFVEFTTB,WBMFMÖÖLÖSJO,UFNQBVLTJTUB,LVOOBMMF,BJIFVUVOFFU,UBMPVEFMMJTFU,WBIJOHPU,BSWJPJUJJO,PEPUFUUVB,QJFOFNNJLTJ,0,0,0,0,0,0,0,0,0
58,28,GNUHNHJDTCDRRÖ UÖKDKÅÅJÅQHM SDLOÖTJRHRSÖ JTMMÖKKD ÖHGDTSTMDDS SÖKNTCDKKHRDS UÖGHMFNS ÖQUHNHSHHM NCNSDSSTÖ OHDMDLLHJRH,HOVIOIKEUDESSA VALELÄÄKÄRIN TEMPAUKSISTA KUNNALLE AIHEUTUNEET TALOUDELLISET VAHINGOT ARVIOITIIN ODOTETTUA PIENEMMIKSI,HOVIOIKEUDESSA,VALELÄÄKÄRIN,TEMPAUKSISTA,KUNNALLE,AIHEUTUNEET,TALOUDELLISET,VAHINGOT,ARVIOITIIN,ODOTETTUA,PIENEMMIKSI,0,0,0,0,0,0,0,0,0
59,0,FMZW MRUEFUÖ XM TVAY ARÖQTAJ EYRFKYUOTRD ZRZBSXÖQ MFÅ,FMZW MRUEFUÖ XM TVAY ARÖQTAJ EYRFKYUOTRD ZRZBSXÖQ MFÅ,FMZW,MRUEFUÖ,XM,TVAY,ARÖQTAJ,EYRFKYUOTRD,ZRZBSXÖQ,MFÅ,0,0,0,0,0,0,0,0,0,0,0
59,1,FMZW MRUEFUÖ XM TVAY ARÖQTAJ EYRFKYUOTRD ZRZBSXÖQ MFÅ,ELYV LQTDETÄ WL SUÖX ÖQÄPSÖI DXQEJXTNSQC YQYARWÄP LEZ,ELYV,LQTDETÄ,WL,SUÖX,ÖQÄPSÖI,DXQEJXTNSQC,YQYARWÄP,LEZ,0,0,0,0,0,0,0,0,0,0,0
59,2,FMZW MRUEFUÖ XM TVAY ARÖQTAJ EYRFKYUOTRD ZRZBSXÖQ MFÅ,DKXU KPSCDSÅ VK RTÄW ÄPÅORÄH CWPDIWSMRPB XPXÖQVÅO KDY,DKXU,KPSCDSÅ,VK,RTÄW,ÄPÅORÄH,CWPDIWSMRPB,XPXÖQVÅO,KDY,0,0,0,0,0,0,0,0,0,0,0
59,3,FMZW MRUEFUÖ XM TVAY ARÖQTAJ EYRFKYUOTRD ZRZBSXÖQ MFÅ,CJWT JORBCRZ UJ QSÅV ÅOZNQÅG BVOCHVRLQOA WOWÄPUZN JCX,CJWT,JORBCRZ,UJ,QSÅV,ÅOZNQÅG,BVOCHVRLQOA,WOWÄPUZN,JCX,0,0,0,0,0,0,0,0,0,0,0
59,4,FMZW MRUEFUÖ XM TVAY ARÖQTAJ EYRFKYUOTRD ZRZBSXÖQ MFÅ,BIVS INQABQY TI PRZU ZNYMPZF AUNBGUQKPNÖ VNVÅOTYM IBW,BIVS,INQABQY,TI,PRZU,ZNYMPZF,AUNBGUQKPNÖ,VNVÅOTYM,IBW,0,0,0,0,0,0,0,0,0,0,0
59,5,FMZW MRUEFUÖ XM TVAY ARÖQTAJ EYRFKYUOTRD ZRZBSXÖQ MFÅ,AHUR HMPÖAPX SH OQYT YMXLOYE ÖTMAFTPJOMÄ UMUZNSXL HAV,AHUR,HMPÖAPX,SH,OQYT,YMXLOYE,ÖTMAFTPJOMÄ,UMUZNSXL,HAV,0,0,0,0,0,0,0,0,0,0,0
59,6,FMZW MRUEFUÖ XM TVAY ARÖQTAJ EYRFKYUOTRD ZRZBSXÖQ MFÅ,ÖGTQ GLOÄÖOW RG NPXS XLWKNXD ÄSLÖESOINLÅ TLTYMRWK GÖU,ÖGTQ,GLOÄÖOW,RG,NPXS,XLWKNXD,ÄSLÖESOINLÅ,TLTYMRWK,GÖU,0,0,0,0,0,0,0,0,0,0,0
59,7,FMZW MRUEFUÖ XM TVAY ARÖQTAJ EYRFKYUOTRD ZRZBSXÖQ MFÅ,ÄFSP FKNÅÄNV QF MOWR WKVJMWC ÅRKÄDRNHMKZ SKSXLQVJ FÄT,ÄFSP,FKNÅÄNV,QF,MOWR,WKVJMWC,ÅRKÄDRNHMKZ,SKSXLQVJ,FÄT,0,0,0,0,0,0,0,0,0,0,0
59,8,FMZW MRUEFUÖ XM TVAY ARÖQTAJ EYRFKYUOTRD ZRZBSXÖQ MFÅ,ÅERO EJMZÅMU PE LNVQ VJUILVB ZQJÅCQMGLJY RJRWKPUI EÅS,ÅERO,EJMZÅMU,PE,LNVQ,VJUILVB,ZQJÅCQMGLJY,RJRWKPUI,EÅS,0,0,0,0,0,0,0,0,0,0,0
59,9,FMZW MRUEFUÖ XM TVAY ARÖQTAJ EYRFKYUOTRD ZRZBSXÖQ MFÅ,ZDQN DILYZLT OD KMUP UITHKUA YPIZBPLFKIX QIQVJOTH DZR,ZDQN,DILYZLT,OD,KMUP,UITHKUA,YPIZBPLFKIX,QIQVJOTH,DZR,0,0,0,0,0,0,0,0,0,0,0
59,10,FMZW MRUEFUÖ XM TVAY ARÖQTAJ EYRFKYUOTRD ZRZBSXÖQ MFÅ,YCPM CHKXYKS NC JLTO THSGJTÖ XOHYAOKEJHW PHPUINSG CYQ,YCPM,CHKXYKS,NC,JLTO,THSGJTÖ,XOHYAOKEJHW,PHPUINSG,CYQ,0,0,0,0,0,0,0,0,0,0,0
59,11,FMZW MRUEFUÖ XM TVAY ARÖQTAJ EYRFKYUOTRD ZRZBSXÖQ MFÅ,XBOL BGJWXJR MB IKSN SGRFISÄ WNGXÖNJDIGV OGOTHMRF BXP,XBOL,BGJWXJR,MB,IKSN,SGRFISÄ,WNGXÖNJDIGV,OGOTHMRF,BXP,0,0,0,0,0,0,0,0,0,0,0
59,12,FMZW MRUEFUÖ XM TVAY ARÖQTAJ EYRFKYUOTRD ZRZBSXÖQ MFÅ,WANK AFIVWIQ LA HJRM RFQEHRÅ VMFWÄMICHFU NFNSGLQE AWO,WANK,AFIVWIQ,LA,HJRM,RFQEHRÅ,VMFWÄMICHFU,NFNSGLQE,AWO,0,0,0,0,0,0,0,0,0,0,0
59,13,FMZW MRUEFUÖ XM TVAY ARÖQTAJ EYRFKYUOTRD ZRZBSXÖQ MFÅ,VÖMJ ÖEHUVHP KÖ GIQL QEPDGQZ ULEVÅLHBGET MEMRFKPD ÖVN,VÖMJ,ÖEHUVHP,KÖ,GIQL,QEPDGQZ,ULEVÅLHBGET,MEMRFKPD,ÖVN,0,0,0,0,0,0,0,0,0,0,0
